seq_id	loci
@M05522:50:000000000-BW89L:1:1109:23445:11280	TRB
@M05522:50:000000000-BW89L:1:1112:20272:11576	TRA
@M05522:50:000000000-BW89L:1:1113:18414:24347	TRB
@M05522:50:000000000-BW89L:1:1113:11404:2391	TRB
@M05522:50:000000000-BW89L:1:2109:22688:19713	TRB
@M05522:50:000000000-BW89L:1:2111:7799:19448	TRB
@M05522:50:000000000-BW89L:1:2114:19712:8353	TRB
@M05522:50:000000000-BW89L:1:1106:21643:9323	TRB
@M05522:50:000000000-BW89L:1:2105:9741:23768	TRA
@M05522:50:000000000-BW89L:1:1109:2983:19658	TRB
@M05522:50:000000000-BW89L:1:1112:22229:16089	TRB
@M05522:50:000000000-BW89L:1:1113:6444:15716	TRB
@M05522:50:000000000-BW89L:1:1103:15304:24477	TRA
@M05522:50:000000000-BW89L:1:2104:11816:3186	TRB
@M05522:50:000000000-BW89L:1:2107:14369:25077	TRB
@M05522:50:000000000-BW89L:1:1113:8109:4830	TRB
@M05522:50:000000000-BW89L:1:1104:12504:28928	TRB
@M05522:50:000000000-BW89L:1:2107:3055:19324	TRB
@M05522:50:000000000-BW89L:1:2112:22744:8522	TRB
@M05522:50:000000000-BW89L:1:1103:26745:22797	TRB
@M05522:50:000000000-BW89L:1:1109:18161:3536	TRB
@M05522:50:000000000-BW89L:1:2114:9213:6100	TRB
@M05522:50:000000000-BW89L:1:1104:17762:22181	TRA
@M05522:50:000000000-BW89L:1:2110:16133:7802	TRB
@M05522:50:000000000-BW89L:1:2102:25105:6375	TRB
@M05522:50:000000000-BW89L:1:2112:28165:12750	TRB
@M05522:50:000000000-BW89L:1:2114:17808:24084	TRB
@M05522:50:000000000-BW89L:1:1101:19214:10713	TRA
@M05522:50:000000000-BW89L:1:2101:12915:6698	TRB
@M05522:50:000000000-BW89L:1:1109:16414:1697	TRA
@M05522:50:000000000-BW89L:1:1112:15257:20893	TRB
@M05522:50:000000000-BW89L:1:1114:12388:17399	TRB
@M05522:50:000000000-BW89L:1:2110:8205:21556	TRA
@M05522:50:000000000-BW89L:1:2110:16652:28496	TRB
@M05522:50:000000000-BW89L:1:1108:18804:16637	TRB
@M05522:50:000000000-BW89L:1:1107:24533:21699	TRA
@M05522:50:000000000-BW89L:1:1110:23143:12502	TRB
@M05522:50:000000000-BW89L:1:2102:10113:4485	TRB
@M05522:50:000000000-BW89L:1:2113:20206:23574	TRA
@M05522:50:000000000-BW89L:1:1106:15148:6883	TRB
@M05522:50:000000000-BW89L:1:2104:4917:14246	TRA
@M05522:50:000000000-BW89L:1:1113:18860:7656	TRB
@M05522:50:000000000-BW89L:1:1107:21810:21794	TRA
@M05522:50:000000000-BW89L:1:2108:26143:11202	TRA
@M05522:50:000000000-BW89L:1:2111:22706:5123	TRB
@M05522:50:000000000-BW89L:1:1112:21713:10738	TRB
@M05522:50:000000000-BW89L:1:2113:28909:19085	TRB
@M05522:50:000000000-BW89L:1:1111:26548:7003	TRB
@M05522:50:000000000-BW89L:1:2108:15824:15143	TRB
@M05522:50:000000000-BW89L:1:2108:14170:28988	TRB
@M05522:50:000000000-BW89L:1:1103:23286:6598	TRB
@M05522:50:000000000-BW89L:1:2109:3229:14026	TRB
@M05522:50:000000000-BW89L:1:2104:23749:26542	TRB
@M05522:50:000000000-BW89L:1:1114:27843:14113	TRB
@M05522:50:000000000-BW89L:1:2106:16054:1772	TRB
@M05522:50:000000000-BW89L:1:1110:8883:3124	TRB
@M05522:50:000000000-BW89L:1:2106:24394:21410	TRB
@M05522:50:000000000-BW89L:1:2110:4728:18867	TRA
@M05522:50:000000000-BW89L:1:2102:11371:25409	TRB
@M05522:50:000000000-BW89L:1:2107:3909:15216	TRB
@M05522:50:000000000-BW89L:1:1110:17764:13080	TRB
@M05522:50:000000000-BW89L:1:2109:27895:14687	TRB
@M05522:50:000000000-BW89L:1:1102:26109:15867	TRB
@M05522:50:000000000-BW89L:1:2108:13830:26393	TRB
@M05522:50:000000000-BW89L:1:1112:12155:10951	TRA
@M05522:50:000000000-BW89L:1:2102:14321:12369	TRA
@M05522:50:000000000-BW89L:1:1103:18480:26120	TRB
@M05522:50:000000000-BW89L:1:2111:6705:4690	TRB
@M05522:50:000000000-BW89L:1:2110:5306:24679	TRB
@M05522:50:000000000-BW89L:1:2109:6987:17651	TRB
@M05522:50:000000000-BW89L:1:2102:10330:24699	TRB
@M05522:50:000000000-BW89L:1:2104:12325:9931	TRA
@M05522:50:000000000-BW89L:1:1102:19774:10758	TRB
@M05522:50:000000000-BW89L:1:2101:10260:22134	TRA
@M05522:50:000000000-BW89L:1:2107:6354:10518	TRB
@M05522:50:000000000-BW89L:1:2109:9518:7220	TRA
@M05522:50:000000000-BW89L:1:2104:20638:4201	TRB
@M05522:50:000000000-BW89L:1:1102:24778:22262	TRB
@M05522:50:000000000-BW89L:1:2107:10863:20762	TRB
@M05522:50:000000000-BW89L:1:2114:16678:8201	TRB
@M05522:50:000000000-BW89L:1:1112:6142:8741	TRA
@M05522:50:000000000-BW89L:1:1105:6283:11233	TRB
@M05522:50:000000000-BW89L:1:2110:23121:9032	TRB
@M05522:50:000000000-BW89L:1:1113:22661:24337	TRB
@M05522:50:000000000-BW89L:1:2108:23761:22309	TRB
@M05522:50:000000000-BW89L:1:1104:24909:8706	TRB
@M05522:50:000000000-BW89L:1:1112:25410:15396	TRB
@M05522:50:000000000-BW89L:1:2101:20889:16846	TRB
@M05522:50:000000000-BW89L:1:2101:8760:22700	TRA
@M05522:50:000000000-BW89L:1:2105:21696:8137	TRB
@M05522:50:000000000-BW89L:1:1102:10693:14232	TRB
@M05522:50:000000000-BW89L:1:1114:20387:11747	TRB
@M05522:50:000000000-BW89L:1:2105:8305:26465	TRB
@M05522:50:000000000-BW89L:1:2106:10095:22688	TRB
@M05522:50:000000000-BW89L:1:2101:8529:6809	TRB
@M05522:50:000000000-BW89L:1:2103:13823:23839	TRB
@M05522:50:000000000-BW89L:1:2113:10840:6207	TRB
@M05522:50:000000000-BW89L:1:1102:3604:14118	TRB
@M05522:50:000000000-BW89L:1:2110:13608:14604	TRB
@M05522:50:000000000-BW89L:1:1110:12072:12040	TRB
@M05522:50:000000000-BW89L:1:2108:24548:20953	TRB
@M05522:50:000000000-BW89L:1:1105:19467:12360	TRA
@M05522:50:000000000-BW89L:1:2103:15301:24337	TRB
@M05522:50:000000000-BW89L:1:2106:22991:19661	TRB
@M05522:50:000000000-BW89L:1:2110:27107:16675	TRB
@M05522:50:000000000-BW89L:1:1107:20011:8382	TRB
@M05522:50:000000000-BW89L:1:1102:13200:26273	TRA
@M05522:50:000000000-BW89L:1:1109:12500:14071	TRB
@M05522:50:000000000-BW89L:1:1112:4754:12002	TRA
@M05522:50:000000000-BW89L:1:2101:17559:11339	TRB
@M05522:50:000000000-BW89L:1:1105:21109:16760	TRB
@M05522:50:000000000-BW89L:1:1106:17218:5023	TRA
@M05522:50:000000000-BW89L:1:1110:18672:12937	TRA
@M05522:50:000000000-BW89L:1:2103:17899:22583	TRA
@M05522:50:000000000-BW89L:1:2112:21250:26216	TRB
@M05522:50:000000000-BW89L:1:1107:16695:10358	TRB
@M05522:50:000000000-BW89L:1:2114:19918:22956	TRA
@M05522:50:000000000-BW89L:1:2104:11029:11686	TRA
@M05522:50:000000000-BW89L:1:2103:15485:24648	TRB
@M05522:50:000000000-BW89L:1:2106:17818:25982	TRB
@M05522:50:000000000-BW89L:1:2112:23241:7078	TRA
@M05522:50:000000000-BW89L:1:1104:21210:18466	TRA
@M05522:50:000000000-BW89L:1:1113:18154:20174	TRB
@M05522:50:000000000-BW89L:1:1102:9043:5521	TRB
@M05522:50:000000000-BW89L:1:1104:12621:18861	TRB
@M05522:50:000000000-BW89L:1:2112:18472:12427	TRB
@M05522:50:000000000-BW89L:1:2110:25150:8619	TRA
@M05522:50:000000000-BW89L:1:2106:12754:14276	TRB
@M05522:50:000000000-BW89L:1:1110:26614:17285	TRB
@M05522:50:000000000-BW89L:1:1110:29206:17391	TRB
@M05522:50:000000000-BW89L:1:2101:24449:16789	TRB
@M05522:50:000000000-BW89L:1:1102:27761:15582	TRB
@M05522:50:000000000-BW89L:1:2112:10215:6899	TRB
@M05522:50:000000000-BW89L:1:1112:12737:9046	TRB
@M05522:50:000000000-BW89L:1:2105:20307:12839	TRB
@M05522:50:000000000-BW89L:1:2112:8792:5424	TRB
@M05522:50:000000000-BW89L:1:1114:8676:5956	TRB
@M05522:50:000000000-BW89L:1:1102:24335:9596	TRA
@M05522:50:000000000-BW89L:1:2106:18190:7710	TRB
@M05522:50:000000000-BW89L:1:1104:19384:8850	TRB
@M05522:50:000000000-BW89L:1:1105:11379:9120	TRA
@M05522:50:000000000-BW89L:1:1114:19280:22078	TRB
@M05522:50:000000000-BW89L:1:2112:14167:15776	TRA
@M05522:50:000000000-BW89L:1:1108:10461:22160	TRA
@M05522:50:000000000-BW89L:1:2101:7875:16557	TRB
@M05522:50:000000000-BW89L:1:1102:22291:5285	TRA
@M05522:50:000000000-BW89L:1:1103:16285:21621	TRB
@M05522:50:000000000-BW89L:1:2106:4291:22435	TRA
@M05522:50:000000000-BW89L:1:2106:19505:11909	TRA
@M05522:50:000000000-BW89L:1:1103:13395:5501	TRB
@M05522:50:000000000-BW89L:1:2103:4572:13407	TRA
@M05522:50:000000000-BW89L:1:2109:9317:18189	TRB
@M05522:50:000000000-BW89L:1:1104:27435:20153	TRB
@M05522:50:000000000-BW89L:1:1107:22099:20045	TRA
@M05522:50:000000000-BW89L:1:2108:19205:15013	TRA
@M05522:50:000000000-BW89L:1:1101:4405:20807	TRA
@M05522:50:000000000-BW89L:1:1112:27407:21547	TRB
@M05522:50:000000000-BW89L:1:2112:6003:10023	TRB
@M05522:50:000000000-BW89L:1:2108:21366:20645	TRB
@M05522:50:000000000-BW89L:1:1102:15634:6391	TRB
@M05522:50:000000000-BW89L:1:2112:12801:15039	TRB
@M05522:50:000000000-BW89L:1:1112:17337:8095	TRA
@M05522:50:000000000-BW89L:1:2113:16540:13715	TRB
@M05522:50:000000000-BW89L:1:2112:21054:3612	TRA
@M05522:50:000000000-BW89L:1:1110:21646:27534	TRB
@M05522:50:000000000-BW89L:1:1105:22374:14441	TRA
@M05522:50:000000000-BW89L:1:2101:21564:10265	TRB
@M05522:50:000000000-BW89L:1:2108:16486:5838	TRB
@M05522:50:000000000-BW89L:1:1110:25978:13039	TRA
@M05522:50:000000000-BW89L:1:2113:14115:4567	TRB
@M05522:50:000000000-BW89L:1:1113:22431:14129	TRB
@M05522:50:000000000-BW89L:1:1101:21496:23416	TRB
@M05522:50:000000000-BW89L:1:1114:29024:12102	TRA
@M05522:50:000000000-BW89L:1:1113:22187:4709	TRB
@M05522:50:000000000-BW89L:1:1113:23223:13198	TRB
@M05522:50:000000000-BW89L:1:1105:13580:24214	TRA
@M05522:50:000000000-BW89L:1:2112:5400:17227	TRA
@M05522:50:000000000-BW89L:1:2106:21606:18071	TRA
@M05522:50:000000000-BW89L:1:2112:22080:12180	TRB
@M05522:50:000000000-BW89L:1:1113:10739:3265	TRB
@M05522:50:000000000-BW89L:1:1107:7569:22430	TRA
@M05522:50:000000000-BW89L:1:1107:13979:17282	TRB
@M05522:50:000000000-BW89L:1:2109:8102:6223	TRB
@M05522:50:000000000-BW89L:1:2106:25076:16996	TRB
@M05522:50:000000000-BW89L:1:1106:25607:17477	TRB
@M05522:50:000000000-BW89L:1:1112:14977:18504	TRA
@M05522:50:000000000-BW89L:1:2114:8307:19005	TRB
@M05522:50:000000000-BW89L:1:2113:22430:20392	TRA
@M05522:50:000000000-BW89L:1:1103:17069:5982	TRB
@M05522:50:000000000-BW89L:1:2102:21541:15845	TRB
@M05522:50:000000000-BW89L:1:1104:27845:14209	TRB
@M05522:50:000000000-BW89L:1:2105:23889:12288	TRA
@M05522:50:000000000-BW89L:1:2111:8781:13804	TRB
@M05522:50:000000000-BW89L:1:1104:9196:25369	TRB
@M05522:50:000000000-BW89L:1:1114:22959:16318	TRB
@M05522:50:000000000-BW89L:1:1111:18410:16330	TRB
@M05522:50:000000000-BW89L:1:1112:14312:28432	TRB
@M05522:50:000000000-BW89L:1:2104:18913:13040	TRB
@M05522:50:000000000-BW89L:1:1104:13700:19856	TRB
@M05522:50:000000000-BW89L:1:2105:5744:21099	TRB
@M05522:50:000000000-BW89L:1:2106:24130:9557	TRB
@M05522:50:000000000-BW89L:1:1104:17877:5471	TRA
@M05522:50:000000000-BW89L:1:2101:19212:24353	TRB
@M05522:50:000000000-BW89L:1:2106:25386:16220	TRA
@M05522:50:000000000-BW89L:1:1113:16026:15049	TRB
@M05522:50:000000000-BW89L:1:2114:20767:17558	TRA
@M05522:50:000000000-BW89L:1:1113:8670:4052	TRB
@M05522:50:000000000-BW89L:1:1107:16773:3216	TRA
@M05522:50:000000000-BW89L:1:1105:15431:1358	TRB
@M05522:50:000000000-BW89L:1:1113:18994:6079	TRB
@M05522:50:000000000-BW89L:1:2109:22906:6893	TRA
@M05522:50:000000000-BW89L:1:1101:28033:10840	TRA
@M05522:50:000000000-BW89L:1:1106:25431:15206	TRA
@M05522:50:000000000-BW89L:1:2104:20353:3107	TRB
@M05522:50:000000000-BW89L:1:1113:24303:6614	TRB
@M05522:50:000000000-BW89L:1:2105:5756:20551	TRA
@M05522:50:000000000-BW89L:1:2104:18654:3763	TRB
@M05522:50:000000000-BW89L:1:1101:10755:20347	TRB
@M05522:50:000000000-BW89L:1:2105:18009:19360	TRB
@M05522:50:000000000-BW89L:1:1106:26158:13129	TRB
@M05522:50:000000000-BW89L:1:2107:27570:22780	TRB
@M05522:50:000000000-BW89L:1:1109:6740:15836	TRB
@M05522:50:000000000-BW89L:1:2101:15144:28722	TRA
@M05522:50:000000000-BW89L:1:1109:16564:25409	TRB
@M05522:50:000000000-BW89L:1:2111:6472:9572	TRB
@M05522:50:000000000-BW89L:1:2101:20674:22049	TRA
@M05522:50:000000000-BW89L:1:2104:20857:17758	TRA
@M05522:50:000000000-BW89L:1:1102:12551:18900	TRA
@M05522:50:000000000-BW89L:1:2104:26316:13699	TRA
@M05522:50:000000000-BW89L:1:1110:14192:13077	TRB
@M05522:50:000000000-BW89L:1:2107:19905:5622	TRA
@M05522:50:000000000-BW89L:1:1109:12198:24616	TRB
@M05522:50:000000000-BW89L:1:1113:8241:15232	TRB
@M05522:50:000000000-BW89L:1:1111:13386:19957	TRA
@M05522:50:000000000-BW89L:1:2106:9673:20953	TRB
@M05522:50:000000000-BW89L:1:1113:26269:18127	TRA
@M05522:50:000000000-BW89L:1:2106:18191:23984	TRB
@M05522:50:000000000-BW89L:1:1104:6164:22987	TRB
@M05522:50:000000000-BW89L:1:2114:23175:23143	TRB
@M05522:50:000000000-BW89L:1:2104:19542:19780	TRB
@M05522:50:000000000-BW89L:1:2106:21203:14296	TRB
@M05522:50:000000000-BW89L:1:2102:13109:17928	TRB
@M05522:50:000000000-BW89L:1:2106:27556:22483	TRB
@M05522:50:000000000-BW89L:1:1102:17928:3950	TRA
@M05522:50:000000000-BW89L:1:1111:8495:21562	TRB
@M05522:50:000000000-BW89L:1:1109:20451:13436	TRB
@M05522:50:000000000-BW89L:1:2109:27687:18789	TRB
@M05522:50:000000000-BW89L:1:1103:21591:21703	TRA
@M05522:50:000000000-BW89L:1:2103:6270:15995	TRB
@M05522:50:000000000-BW89L:1:2109:4047:10145	TRB
@M05522:50:000000000-BW89L:1:1102:27893:18022	TRA
@M05522:50:000000000-BW89L:1:2103:10100:5160	TRB
@M05522:50:000000000-BW89L:1:2109:18829:27246	TRB
@M05522:50:000000000-BW89L:1:1105:12270:1789	TRB
@M05522:50:000000000-BW89L:1:1108:4511:14939	TRB
@M05522:50:000000000-BW89L:1:1112:16842:26716	TRB
@M05522:50:000000000-BW89L:1:2114:15789:18696	TRB
@M05522:50:000000000-BW89L:1:2113:18910:3726	TRB
@M05522:50:000000000-BW89L:1:2107:26638:21174	TRB
@M05522:50:000000000-BW89L:1:2112:5263:22603	TRA
@M05522:50:000000000-BW89L:1:2113:14267:12892	TRB
@M05522:50:000000000-BW89L:1:1110:26668:10773	TRB
@M05522:50:000000000-BW89L:1:2107:7823:10263	TRA
@M05522:50:000000000-BW89L:1:1109:25088:10732	TRB
@M05522:50:000000000-BW89L:1:2107:5614:12463	TRB
@M05522:50:000000000-BW89L:1:1107:17828:27538	TRB
@M05522:50:000000000-BW89L:1:2102:9904:7466	TRA
@M05522:50:000000000-BW89L:1:2108:10451:11955	TRB
@M05522:50:000000000-BW89L:1:2101:19426:12813	TRA
@M05522:50:000000000-BW89L:1:1114:20002:5045	TRB
@M05522:50:000000000-BW89L:1:1112:6718:17527	TRA
@M05522:50:000000000-BW89L:1:1102:21393:19290	TRA
@M05522:50:000000000-BW89L:1:2108:14358:16390	TRB
@M05522:50:000000000-BW89L:1:1112:17984:7241	TRA
@M05522:50:000000000-BW89L:1:1105:22166:18528	TRB
@M05522:50:000000000-BW89L:1:1111:5455:10555	TRB
@M05522:50:000000000-BW89L:1:2110:19545:3005	TRB
@M05522:50:000000000-BW89L:1:2113:16580:3775	TRB
@M05522:50:000000000-BW89L:1:2114:26162:9066	TRA
@M05522:50:000000000-BW89L:1:1108:10889:12893	TRB
@M05522:50:000000000-BW89L:1:1104:21785:6983	TRB
@M05522:50:000000000-BW89L:1:2108:23171:26930	TRB
@M05522:50:000000000-BW89L:1:1101:5813:11338	TRB
@M05522:50:000000000-BW89L:1:2113:21077:13888	TRA
@M05522:50:000000000-BW89L:1:2103:18654:8771	TRA
@M05522:50:000000000-BW89L:1:1104:29460:17977	TRB
@M05522:50:000000000-BW89L:1:1106:21236:22536	TRB
@M05522:50:000000000-BW89L:1:1111:19507:25818	TRA
@M05522:50:000000000-BW89L:1:2103:25575:11195	TRA
@M05522:50:000000000-BW89L:1:1106:24680:8033	TRB
@M05522:50:000000000-BW89L:1:1109:25927:20901	TRA
@M05522:50:000000000-BW89L:1:1111:26029:18394	TRB
@M05522:50:000000000-BW89L:1:1101:21466:5925	TRA
@M05522:50:000000000-BW89L:1:2110:3807:9443	TRB
@M05522:50:000000000-BW89L:1:1112:3163:20044	TRA
@M05522:50:000000000-BW89L:1:2114:10081:15647	TRB
@M05522:50:000000000-BW89L:1:1103:17611:19367	TRB
@M05522:50:000000000-BW89L:1:1114:26078:24312	TRA
@M05522:50:000000000-BW89L:1:1112:19496:21231	TRA
@M05522:50:000000000-BW89L:1:1110:27383:19050	TRB
@M05522:50:000000000-BW89L:1:2114:15014:4948	TRB
@M05522:50:000000000-BW89L:1:1114:17365:18296	TRB
@M05522:50:000000000-BW89L:1:1113:29405:14190	TRA
@M05522:50:000000000-BW89L:1:1108:19020:9610	TRB
@M05522:50:000000000-BW89L:1:2105:25850:11450	TRB
@M05522:50:000000000-BW89L:1:1104:19828:20283	TRA
@M05522:50:000000000-BW89L:1:2101:13519:10991	TRB
@M05522:50:000000000-BW89L:1:1109:6767:6467	TRB
@M05522:50:000000000-BW89L:1:2110:6232:16439	TRB
@M05522:50:000000000-BW89L:1:1108:20702:13877	TRB
@M05522:50:000000000-BW89L:1:1102:24440:5522	TRB
@M05522:50:000000000-BW89L:1:2103:8876:26444	TRB
@M05522:50:000000000-BW89L:1:1105:22828:14264	TRA
@M05522:50:000000000-BW89L:1:1102:7965:16160	TRB
@M05522:50:000000000-BW89L:1:2114:13201:25914	TRB
@M05522:50:000000000-BW89L:1:1101:9753:22508	TRB
@M05522:50:000000000-BW89L:1:2108:7139:24358	TRA
@M05522:50:000000000-BW89L:1:1104:5682:20155	TRA
@M05522:50:000000000-BW89L:1:1112:18397:11059	TRB
@M05522:50:000000000-BW89L:1:2110:23669:10902	TRB
@M05522:50:000000000-BW89L:1:2104:2711:16384	TRB
@M05522:50:000000000-BW89L:1:2107:25431:5856	TRB
@M05522:50:000000000-BW89L:1:2108:23681:18035	TRB
@M05522:50:000000000-BW89L:1:1106:11468:24705	TRB
@M05522:50:000000000-BW89L:1:2101:28479:18726	TRB
@M05522:50:000000000-BW89L:1:2112:15891:10722	TRB
@M05522:50:000000000-BW89L:1:2106:6940:18269	TRA
@M05522:50:000000000-BW89L:1:1108:20460:17331	TRA
@M05522:50:000000000-BW89L:1:1114:27083:22026	TRB
@M05522:50:000000000-BW89L:1:2108:12053:23448	TRB
@M05522:50:000000000-BW89L:1:1103:6409:10194	TRB
@M05522:50:000000000-BW89L:1:1105:14061:26288	TRB
@M05522:50:000000000-BW89L:1:1107:28755:16806	TRA
@M05522:50:000000000-BW89L:1:1112:12967:12426	TRB
@M05522:50:000000000-BW89L:1:1107:10546:25208	TRB
@M05522:50:000000000-BW89L:1:1113:16787:23804	TRB
@M05522:50:000000000-BW89L:1:1113:27419:11140	TRB
@M05522:50:000000000-BW89L:1:1102:3499:21022	TRA
@M05522:50:000000000-BW89L:1:2109:26925:18085	TRB
@M05522:50:000000000-BW89L:1:2112:5436:8201	TRB
@M05522:50:000000000-BW89L:1:1114:21328:3839	TRB
@M05522:50:000000000-BW89L:1:1111:21264:6750	TRB
@M05522:50:000000000-BW89L:1:2108:23178:16032	TRB
@M05522:50:000000000-BW89L:1:2113:10257:12231	TRA
@M05522:50:000000000-BW89L:1:1101:19151:12623	TRB
@M05522:50:000000000-BW89L:1:2111:11146:8038	TRA
@M05522:50:000000000-BW89L:1:1114:27525:15272	TRB
@M05522:50:000000000-BW89L:1:1107:23428:9505	TRB
@M05522:50:000000000-BW89L:1:2106:13274:9855	TRA
@M05522:50:000000000-BW89L:1:1114:26292:8594	TRB
