seq_id	loci
@M05522:50:000000000-BW89L:1:1109:21745:13491	TRA
@M05522:50:000000000-BW89L:1:2102:18304:7710	TRB
@M05522:50:000000000-BW89L:1:1103:10901:8910	TRB
@M05522:50:000000000-BW89L:1:1111:6795:24128	TRB
@M05522:50:000000000-BW89L:1:2103:10065:11573	TRB
@M05522:50:000000000-BW89L:1:2102:11982:20122	TRB
@M05522:50:000000000-BW89L:1:2108:6167:17021	TRA
@M05522:50:000000000-BW89L:1:1110:14194:7817	TRA
@M05522:50:000000000-BW89L:1:2113:20705:20525	TRB
